col_index,col_index_det,col_people,col_people_rating,col_people_link
42,2,Ameijer,2401,https://www.vivino.com/users/alexsandra.m
43,0,@jon_misch,812,https://www.vivino.com/users/jon.m
43,1,Arif B,1158,https://www.vivino.com/users/a_b276
43,2,Steve LeMay,211,https://www.vivino.com/users/steve.lem
44,0,Bruno Marques,600,https://www.vivino.com/users/bruno.marque
44,1,Roderik Kelderman,9,https://www.vivino.com/users/roderik_k
44,2,Alfredo Cardoso,21,https://www.vivino.com/users/alfredo.cardos
45,0,Cathrine Todd,252,https://www.vivino.com/users/cathrine-to
45,1,Bill Brown,209,https://www.vivino.com/users/m43d4055cb5b525c2ee959934fa18e42
45,2,Benjamin Bailleux,1779,https://www.vivino.com/users/benjamin.bai
46,0,Inyenieur Ramon,1758,https://www.vivino.com/users/ramon.lec
46,1,Ed Yu,770,https://www.vivino.com/users/m398e4c106c0f632e6d7a38d9f5e5cea
46,2,Touma Toufik-giorgos,973,https://www.vivino.com/users/touma.toufik-giorgos
47,0,Volodymyr Zakharov,1394,https://www.vivino.com/users/volodymyr.z
47,1,Inna Nasadiuk,1267,https://www.vivino.com/users/inna.nasadiuk
47,2,Noldny,493,https://www.vivino.com/users/nolds
48,0,Chris England,2508,https://www.vivino.com/users/chrisengland
48,1,bruno schenk - wine o'clock,2924,https://www.vivino.com/users/bruno71
48,2,Emre Kavlak,951,https://www.vivino.com/users/emre-ka
49,0,Tim Powell,406,https://www.vivino.com/users/timpowell0
49,1,Ned,327,https://www.vivino.com/users/ned_w
49,2,Rodrigo Sitta,4704,https://www.vivino.com/users/rodrigo.sit
50,0,Joel Bernhard,368,https://www.vivino.com/users/joel.be
50,1,SOMMOS - Stefan,434,https://www.vivino.com/users/sommos.stefan
50,2,R. Celestino,721,https://www.vivino.com/users/rui.celestino
51,0,DrC,3065,https://www.vivino.com/users/kevinchan2
51,1,Charles Belliard,136,https://www.vivino.com/users/charles.belli
51,2,Thanin Angsuwarangsi,296,https://www.vivino.com/users/thanina
52,0,Frank Cools,444,https://www.vivino.com/users/frank.cool
52,1,Ken,3694,https://www.vivino.com/users/frauenknechtk
52,2,Masaki Matsumae,3440,https://www.vivino.com/users/masakim
53,0,Vlad Stupurak,422,https://www.vivino.com/users/vlad.stu
53,1,Carlos Lopez Jall,1363,https://www.vivino.com/users/carlos_lopez-j
53,2,Shurik,571,https://www.vivino.com/users/alexander-ab
54,0,Jordan Rollins,565,https://www.vivino.com/users/jordan.rollins
54,1,Marius Burger,337,https://www.vivino.com/users/marius.burg
54,2,Jelle Schutte,3622,https://www.vivino.com/users/jelle_s
55,0,Pak-Ming Wan,220,https://www.vivino.com/users/pak-mingw
55,1,Ptit LU E.,1972,https://www.vivino.com/users/ptit-lue
55,2,Veiga Bauler,2575,https://www.vivino.com/users/rodi.b
56,0,Jose Carlos Manhaes,118,https://www.vivino.com/users/jose-carlos.man
56,1,Alex Wacla,69,https://www.vivino.com/users/alex.wacl
56,2,Mario Benedetti,241,https://www.vivino.com/users/mario_bene
57,0,Springme,226,https://www.vivino.com/users/ibreak4wine
57,1,Santtu Pulli,1414,https://www.vivino.com/users/m5aefb916581925492ea3c1a282b6ef3
57,2,Raymond Lamontagne,807,https://www.vivino.com/users/raymond.lamontagne
58,0,Rafa Rizzo,382,https://www.vivino.com/users/rafarizzo
58,1,Rostislav,137,https://www.vivino.com/users/rostislav-r
58,2,Fourclickflair,556,https://www.vivino.com/users/m42e3c414fdd6b732bb96ead131efc96
59,0,Bo Ratz,904,https://www.vivino.com/users/m14247c139b0a4a4f44b653f9357215a
59,1,v00alex,2572,https://www.vivino.com/users/m233185a7f95a7d2f814f631d9d648b5
59,2,WineNinja,512,https://www.vivino.com/users/wine-ninjas
60,0,Carlos Lopez Jall,1363,https://www.vivino.com/users/carlos_lopez-j
60,1,Shamsh Haddade,248,https://www.vivino.com/users/shamshh
60,2,Paulo Monteiro,418,https://www.vivino.com/users/paulo_montei
61,0,Gwen Lim,288,https://www.vivino.com/users/gwen.lim
61,1,Felix Christen,4994,https://www.vivino.com/users/felix.chr
61,2,Mighty Milburn,572,https://www.vivino.com/users/mightym
62,0,Mike Benson,3410,https://www.vivino.com/users/mike.benso
62,1,Todd Papau,1081,https://www.vivino.com/users/todd.papau
62,2,Woody Mouton,1315,https://www.vivino.com/users/woody-mo
63,0,Derrick620,916,https://www.vivino.com/users/derricknovaco
63,1,Brian Hunter,176,https://www.vivino.com/users/brian-hunte
63,2,Gustav Hultsten,118,https://www.vivino.com/users/gustav.hultsten
64,0,Luiz Octavio Moura,7049,https://www.vivino.com/users/luiz-octavio.m
64,1,CaseyLeo,1077,https://www.vivino.com/users/leocasey14
64,2,Alejandro Copley,633,https://www.vivino.com/users/alejandro-cop
65,0,El K,2351,https://www.vivino.com/users/eliot.k
65,1,Todd Carlson,1070,https://www.vivino.com/users/todd-carl
65,2,Johnny O,1312,https://www.vivino.com/users/john_occ
66,0,WineAdvocate,6253,https://www.vivino.com/users/ec61dd3520d86c52e665de6029fb1377
66,1,F. Santos,794,https://www.vivino.com/users/filsant
66,2,Christian Jansen,862,https://www.vivino.com/users/christian-jan
67,0,Ralph Samuels,3129,https://www.vivino.com/users/ralph.sam
67,1,Derrick620,916,https://www.vivino.com/users/derricknovaco
67,2,"""Alte Reben""",1450,https://www.vivino.com/users/kristian-kas
68,0,Fabien Lainé,2481,https://www.vivino.com/users/fabienl
68,1,Haris Naunitlal,428,https://www.vivino.com/users/haris.n
68,2,Susana Almeida,48,https://www.vivino.com/users/susana-alm
69,0,Erik Schneider,1950,https://www.vivino.com/users/erik-schn
69,1,KL,1043,https://www.vivino.com/users/keithlew1
69,2,Christiaan Haesen,662,https://www.vivino.com/users/christiaan_h
70,0,L Garcia,1434,https://www.vivino.com/users/abe0442ec717276025ec47f86efc204a
70,1,Bert Svensson,1503,https://www.vivino.com/users/bert.svensson
70,2,Ken Laversin,439,https://www.vivino.com/users/ken-lav
71,0,Olof Hultgren,165,https://www.vivino.com/users/olof_hu
71,1,Hans G. Bergmann,1715,https://www.vivino.com/users/hans.bergmann
71,2,!! Donners !!,3086,https://www.vivino.com/users/claus.do
72,0,Fabien Lainé,2481,https://www.vivino.com/users/fabienl
72,1,Thomas Walker,746,https://www.vivino.com/users/thomas_walke
72,2,Reed,1316,https://www.vivino.com/users/reed
73,0,Heike Larsson,659,https://www.vivino.com/users/heike-l
73,1,Davison Santana,303,https://www.vivino.com/users/davison-s
73,2,Chris Wu,296,https://www.vivino.com/users/chriswu3
74,0,Paul Smyth,9,https://www.vivino.com/users/paul-smyth2
74,1,Benjamin Vald,2,https://www.vivino.com/users/benjamin.vald1
74,2,Fabien Lainé,2481,https://www.vivino.com/users/fabienl
75,0,Jorge Mario,2103,https://www.vivino.com/users/jorge-mario
75,1,Thomas Weber Eriksen,303,https://www.vivino.com/users/thomas.web
75,2,@pedro_cutillas,2723,https://www.vivino.com/users/pedro-cut
76,0,Fattoria Due Cane,462,https://www.vivino.com/users/fattoriaduecane
76,1,Ivan Rodrigues,487,https://www.vivino.com/users/ivan_r
76,2,Faisal,209,https://www.vivino.com/users/faisala
77,0,Mats G.,3897,https://www.vivino.com/users/mats.gy
77,1,Murat Usenov,116,https://www.vivino.com/users/mattias.sm
77,2,Felix Christen,4994,https://www.vivino.com/users/felix.chr
78,0,Marian Greksa,247,https://www.vivino.com/users/marian.g
78,1,Trey Williams,258,https://www.vivino.com/users/trey_wi
78,2,Osasuna,168,https://www.vivino.com/users/peter.lisn
79,0,Sam Lin,3433,https://www.vivino.com/users/sam_lin
79,1,Denise Gan,346,https://www.vivino.com/users/denise-gan
79,2,Allan Hamman,1228,https://www.vivino.com/users/allan.hamm
80,0,@Shane G,1763,https://www.vivino.com/users/arcfire
80,1,Andy B,5536,https://www.vivino.com/users/andy.barke
80,2,Rock and Roll Wino,1971,https://www.vivino.com/users/kurt-dah
81,0,Chris England,2508,https://www.vivino.com/users/chrisengland
81,1,Per Nielsen,1703,https://www.vivino.com/users/pernielsen29
81,2,Inyenieur Ramon,1758,https://www.vivino.com/users/ramon.lec
82,0,Brad Freeman,2060,https://www.vivino.com/users/brad.free
82,1,Erik Schneibli,3631,https://www.vivino.com/users/erik_schne
82,2,Patrick Roddy,250,https://www.vivino.com/users/patrick-rodd
83,0,Mats_kl,2371,https://www.vivino.com/users/mats-kl
83,1,Alonso Abed,830,https://www.vivino.com/users/alonso.ab
83,2,Mike Hartmann,962,https://www.vivino.com/users/mike.hartm
84,0,David Wright,1952,https://www.vivino.com/users/david.wrigh
84,1,Lewe Landluft,421,https://www.vivino.com/users/lewel
84,2,Stan Metheny,914,https://www.vivino.com/users/stan.met
85,0,Champagne Spy,773,https://www.vivino.com/users/champagnespy
85,1,Robbie Priddle,2042,https://www.vivino.com/users/robbie-priddle
85,2,Antonio Palmarini,2189,https://www.vivino.com/users/antonio-pf
86,0,Jay,4232,https://www.vivino.com/users/jay.fro
86,1,Alan Wu,922,https://www.vivino.com/users/alan_wu2
86,2,Brianna M,125,https://www.vivino.com/users/brianna-m1
87,0,Rafa Rizzo,382,https://www.vivino.com/users/rafarizzo
87,1,Ѵ. Ł. Θġåŧa,444,https://www.vivino.com/users/victor.o
87,2,Markus Z,6232,https://www.vivino.com/users/markusz
88,0,Dick Schinkel,2963,https://www.vivino.com/users/dick.sc
88,1,!! Donners !!,3086,https://www.vivino.com/users/claus.do
88,2,Champagne Spy,773,https://www.vivino.com/users/champagnespy
89,0,Mateo,583,https://www.vivino.com/users/matthew-sch
89,1,Vino 58,596,https://www.vivino.com/users/vino.5
89,2,Burgundy Addict,2890,https://www.vivino.com/users/stefi
90,0,Miroslav,805,https://www.vivino.com/users/miroslav.ka
90,1,Vivian schROEder,375,https://www.vivino.com/users/vivian.roe
90,2,Jason Hu,3518,https://www.vivino.com/users/jasonhu9
91,0,DrC,3065,https://www.vivino.com/users/kevinchan2
91,1,Chris England,2508,https://www.vivino.com/users/chrisengland
91,2,Thomas Engelund,2007,https://www.vivino.com/users/thomas.engelu
92,0,Per Nielsen,1703,https://www.vivino.com/users/pernielsen29
92,1,Craig Gallivan,107,https://www.vivino.com/users/craig-galli
92,2,Florian WJ W,296,https://www.vivino.com/users/florian.weig
93,0,Twitter: @WillBlackmon,369,https://www.vivino.com/users/will.blackm
93,1,Inyenieur Ramon,1758,https://www.vivino.com/users/ramon.lec
93,2,Champagne Spy,773,https://www.vivino.com/users/champagnespy
94,0,Tanya,381,https://www.vivino.com/users/tanya.koo
94,1,Jos Ploum,937,https://www.vivino.com/users/giupiuma
94,2,John Webb,407,https://www.vivino.com/users/john-webb
95,0,Marc Niketas,237,https://www.vivino.com/users/marc.nik
95,1,Cptn. KUHN!,1373,https://www.vivino.com/users/thorsten.sc
95,2,Jean,1709,https://www.vivino.com/users/jean.cilliers
96,0,3WineGuys-Scott,2041,https://www.vivino.com/users/scottwilson0
96,1,Felix Christen,4994,https://www.vivino.com/users/felix.chr
96,2,Declan Hegarty,565,https://www.vivino.com/users/declan_h
97,0,Christian Riva,323,https://www.vivino.com/users/m5d52c0f83700768607458b2d048bc1f
97,1,-Psy-,2658,https://www.vivino.com/users/peter.gig
97,2,Bart St,486,https://www.vivino.com/users/bart-steenk
98,0,Iwo Zakowski,2764,https://www.vivino.com/users/iwo.za
98,1,Kristian Downing,3442,https://www.vivino.com/users/kristian.dow
98,2,newhouse,1578,https://www.vivino.com/users/nicn1
99,0,Luís M,1129,https://www.vivino.com/users/luis-otavio.m
99,1,Alain Legel,603,https://www.vivino.com/users/alain.lege
99,2,Onder Sirikci,741,https://www.vivino.com/users/onders
100,0,*Burgnut*,3310,https://www.vivino.com/users/burgnutm
100,1,Andreas Schou,614,https://www.vivino.com/users/f0355561cbc33524072b9642a0e601c1
100,2,Deena,1142,https://www.vivino.com/users/deenah0
101,0,*Burgnut*,3310,https://www.vivino.com/users/burgnutm
101,1,Marcos Simonsen,325,https://www.vivino.com/users/marcos.sim
101,2,Jeff Costa Bravo,504,https://www.vivino.com/users/jeff-cos
102,0,Peter Knipp,126,https://www.vivino.com/users/peter_kni
102,1,Joe García Luna,569,https://www.vivino.com/users/joe-ga
102,2,Ghassan Koteit,1485,https://www.vivino.com/users/ghassan.ko
103,0,Steven Brunskill,3782,https://www.vivino.com/users/steven.brun
103,1,Fabien Lainé,2481,https://www.vivino.com/users/fabienl
103,2,Lucas Coppes,353,https://www.vivino.com/users/lucas_cop
104,0,Juan Carlos Gallegos,2204,https://www.vivino.com/users/juan-carlos_gal
104,1,Lombino,1550,https://www.vivino.com/users/alfonso.l
104,2,GB,3315,https://www.vivino.com/users/giacomo-b
105,0,Benjamin Bailleux,1779,https://www.vivino.com/users/benjamin.bai
105,1,Fernando Perciano,4932,https://www.vivino.com/users/fernando.perc
105,2,Arunkumar Tamilselvan,298,https://www.vivino.com/users/arunkumart
106,0,Fabien Lainé,2481,https://www.vivino.com/users/fabienl
106,1,*Burgnut*,3310,https://www.vivino.com/users/burgnutm
106,2,Scott White,2184,https://www.vivino.com/users/scott.white
107,0,Sorcha Holloway,524,https://www.vivino.com/users/sorcha-h
107,1,Sam Lin,3433,https://www.vivino.com/users/sam_lin
107,2,José Duca,900,https://www.vivino.com/users/jos.duc
108,0,Arunas Starkus,2314,https://www.vivino.com/users/arunasstarkus
108,1,Otto Hein Zwijnenberg RV,96,https://www.vivino.com/users/vinocho
108,2,Maximilian Roher,584,https://www.vivino.com/users/maximilian.ro
109,0,Michal Šetka,2997,https://www.vivino.com/users/michal.setka
109,1,Vis-a-Vis,612,https://www.vivino.com/users/mark-wats
109,2,Alex Hisco,1327,https://www.vivino.com/users/intovino
110,0,Robert Redl,1678,https://www.vivino.com/users/robert.redl
110,1,Gwen Lim,288,https://www.vivino.com/users/gwen.lim
110,2,Adrian Nyffeler,10436,https://www.vivino.com/users/adrian_nuf
111,0,Felipe de Castro,703,https://www.vivino.com/users/felipedecastro
111,1,Alan Wu,922,https://www.vivino.com/users/alan_wu2
111,2,mk,2003,https://www.vivino.com/users/s.mk
112,0,Olivier D.,3582,https://www.vivino.com/users/olivierd2
112,1,A Brilliant Havana Moon,2359,https://www.vivino.com/users/aaron.j1
112,2,Yasuki Kikuchi,1295,https://www.vivino.com/users/yasukik
113,0,Stretch,1038,https://www.vivino.com/users/m47feb1e55ac23db24922e6dc5f73e44
113,1,Mark Allen,246,https://www.vivino.com/users/mark-allen
113,2,Sylvester Gbewonyo Jr.,4897,https://www.vivino.com/users/sylvester.g
114,0,Iwo Zakowski,2764,https://www.vivino.com/users/iwo.za
114,1,Andrew,1195,https://www.vivino.com/users/andrew-log
114,2,Jan Schäfer,499,https://www.vivino.com/users/jan.schafer
115,0,Cult Wines International,169,https://www.vivino.com/users/cult-wines.international
115,1,Pastore Serafino,1705,https://www.vivino.com/users/aldo.f
115,2,Eduardo Guindo Olmos,367,https://www.vivino.com/users/eduardo-guin
116,0,Arif B,1158,https://www.vivino.com/users/a_b276
116,1,Felix Christen,4994,https://www.vivino.com/users/felix.chr
116,2,Jelle Schutte,3622,https://www.vivino.com/users/jelle_s
117,0,Chris England,2508,https://www.vivino.com/users/chrisengland
117,1,MAM1,871,https://www.vivino.com/users/michael.mati
117,2,! Yarivyo Wine Score,3255,https://www.vivino.com/users/yarivh
118,0,Jeff Roberts,448,https://www.vivino.com/users/jeffroberts0
118,1,Kalvin Suen,581,https://www.vivino.com/users/kalvin-s
118,2,mk,2003,https://www.vivino.com/users/s.mk
119,0,Tatiana S.,693,https://www.vivino.com/users/tatyana-se
119,1,Felix Christen,4994,https://www.vivino.com/users/felix.chr
119,2,Jean Sendero,4259,https://www.vivino.com/users/jean-sen
120,0,Yury Markin,4012,https://www.vivino.com/users/yury.m
120,1,Ken,3694,https://www.vivino.com/users/frauenknechtk
120,2,Magnus Björkman,740,https://www.vivino.com/users/magnus.bjorkm
