col_index,col_winery,col_wine,col_figure,col_rating,col_ratingC,col_location_country,col_location_region,col_url,col_year
0,Niepoort,Colheita Port 1937,NA,4.9,35,Portugal,Colheita Port,https://www.vivino.com/niepoort-vinhos-sa-colheita-port/w/8971?year=1937&price_id=7709497,1937
1,Quinta do Noval,Port Tawny Colheita 1937,NA,4.9,31,Portugal,Colheita Port,https://www.vivino.com/quinta-do-noval-port-tawny-colheita/w/1175612?year=1937&price_id=2210729,1937
2,Casa Ferreirinha,Barca Velha Douro 2000,NA,4.8,1511,Portugal,Colheita Port,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=2000&price_id=5499601,2000
3,Vega Sicilia,Unico 1996,NA,4.8,1000,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1996&price_id=3771442,1996
4,Vega Sicilia,Unico 1998,NA,4.8,971,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1998&price_id=3771445,1998
5,Vega Sicilia,Unico 1995,NA,4.8,688,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1995&price_id=16834653,1995
6,Viña Cobos,Cobos Volturno 2013,NA,4.8,548,Spain,Ribera del Duero,https://www.vivino.com/vina-cobos-cobos-volturno/w/1505859?year=2013&price_id=12895939,2013
7,Casa Ferreirinha,Barca Velha Douro 1982,NA,4.8,397,Spain,Ribera del Duero,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=1982&price_id=16834996,1982
8,Taylor's,Very Old Single Harvest Port 1966,NA,4.8,291,Portugal,Tawny Port,https://www.vivino.com/taylors-port-very-old-single-harvest-port/w/1598998?year=1966&price_id=13109366,1966
9,Casa Ferreirinha,Barca Velha Douro 1966,NA,4.8,273,Portugal,Tawny Port,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=1966&price_id=6964360,1966
10,Krug,Clos d'Ambonnay Blanc de Noirs Brut Champagne 1998,NA,4.8,146,Portugal,Tawny Port,https://www.vivino.com/krug-clos-d-ambonnay-blanc-de-noirs-brut-champagne/w/1220504?year=1998&price_id=1413288,1998
11,Krug,Clos du Mesnil Blanc de Blancs Brut Champagne 1996,NA,4.8,132,Portugal,Tawny Port,https://www.vivino.com/krug-clos-du-mesnil-blanc-de-blancs-brut-champagne/w/79635?year=1996&price_id=1112118,1996
12,W. & J. Graham's,Single Harvest Tawny Port 1952,NA,4.8,115,Portugal,Tawny Port,https://www.vivino.com/w-and-j-grahams-single-harvest-tawny-port/w/1630149?year=1952&price_id=2210638,1952
13,E. Guigal,Côte-Rôtie La Mouline 2009,NA,4.8,81,Portugal,Tawny Port,https://www.vivino.com/e-guigal-cote-rotie-la-mouline/w/36434?year=2009&price_id=16835154,2009
14,Taylor's,Very Old Single Harvest Port 1968,NA,4.8,76,Portugal,Tawny Port,https://www.vivino.com/taylors-port-very-old-single-harvest-port/w/1598998?year=1968&price_id=17494896,1968
15,Krohn,Colheita Porto 1968,NA,4.8,61,Portugal,Colheita Port,https://www.vivino.com/krohn-colheita-porto/w/1136061?year=1968&price_id=7390347,1968
16,Mouchao,Alentejano Tonel No 3 - 4 2013,NA,4.8,48,Portugal,Alentejano,https://www.vivino.com/herdade-do-mouchao-alentejano-tonel-no-3-4/w/76442?year=2013&price_id=17815657,2013
17,Castillo Perelada,Empordà Finca Garbet 2004,NA,4.8,31,Portugal,Alentejano,https://www.vivino.com/es-castillo-perelada-emporda-finca-garbet/w/99351?year=2004&price_id=17736343,2004
18,Almaviva,Almaviva 2010,NA,4.7,3614,Portugal,Alentejano,https://www.vivino.com/almaviva-almaviva/w/4086?year=2010&price_id=1112039,2010
19,Cartuxa,Pêra-Manca Tinto 2011,NA,4.7,3362,Portugal,Alentejano,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2011&price_id=14152553,2011
20,Cartuxa,Pêra-Manca Tinto 2008,NA,4.7,3248,Portugal,Alentejano,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2008&price_id=14152552,2008
21,Cartuxa,Pêra-Manca Tinto 2010,NA,4.7,2791,Portugal,Alentejano,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2010&price_id=14152549,2010
22,Vega Sicilia,Unico 2004,NA,4.7,2700,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2004&price_id=2210871,2004
23,Casa Ferreirinha,Barca Velha Douro 2004,NA,4.7,2648,Spain,Ribera del Duero,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=2004&price_id=8478678,2004
24,Vega Sicilia,Unico 2000,NA,4.7,2488,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2000&price_id=16834565,2000
25,Vega Sicilia,Unico 2007,NA,4.7,2374,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2007&price_id=3427053,2007
26,Joseph Phelps,Insignia 2012,NA,4.7,2087,United States,Napa Valley,https://www.vivino.com/joseph-phelps-insignia/w/16587?year=2012&price_id=16759902,2012
27,Vega Sicilia,Unico 2005,NA,4.7,1911,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2005&price_id=16337169,2005
28,Vega Sicilia,Unico 2008,NA,4.7,1888,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2008&price_id=10455522,2008
29,Cartuxa,Pêra-Manca Tinto 2007,NA,4.7,1636,Spain,Ribera del Duero,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2007&price_id=3640448,2007
30,Vega Sicilia,Valbuena 5º 2005,NA,4.7,1606,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-valbuena-5o/w/1175427?year=2005&price_id=13621322,2005
31,Krug,Clos du Mesnil Blanc de Blancs Brut Champagne N.V.,NA,4.7,1522,Spain,Ribera del Duero,https://www.vivino.com/krug-clos-du-mesnil-blanc-de-blancs-brut-champagne/w/79635?year=N.V.&price_id=3885705,N.V.
32,Dom Pérignon,P2 Plénitude Brut Champagne 1998,NA,4.7,1497,Spain,Ribera del Duero,https://www.vivino.com/dom-perignon-p2-plenitude-brut-champagne/w/3102815?year=1998&price_id=16835100,1998
33,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2009,NA,4.7,1422,Spain,Ribera del Duero,https://www.vivino.com/chateau-pontet-canet-pauillac-grand-cru-classe/w/14362?year=2009&price_id=4092090,2009
34,Vega Sicilia,Unico 1999,NA,4.7,1318,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1999&price_id=3771441,1999
35,Antinori,Solaia 2007,NA,4.7,1241,Spain,Ribera del Duero,https://www.vivino.com/antinori-tuscany-solaia/w/1651?year=2007&price_id=16296427,2007
36,Château d'Yquem,Sauternes 1997,NA,4.7,1236,Spain,Ribera del Duero,https://www.vivino.com/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=1997&price_id=1375151,1997
37,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé) 1999,NA,4.7,1226,Spain,Ribera del Duero,https://www.vivino.com/chateau-lafite-rothschild-pauillac-premier-grand-cru-classe-pauillac/w/3908?year=1999&price_id=13761857,1999
38,Cartuxa,Pêra-Manca Tinto 2005,NA,4.7,1179,Spain,Ribera del Duero,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2005&price_id=14154721,2005
39,Vega Sicilia,Unico 2002,NA,4.7,970,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2002&price_id=2210830,2002
40,Château Margaux,Margaux (Premier Grand Cru Classé) 2006,NA,4.7,872,Spain,Ribera del Duero,https://www.vivino.com/chateau-margaux-margaux-premier-grand-cru-classe/w/1127795?year=2006&price_id=3773276,2006
41,Pétrus,Pomerol 2004,NA,4.7,832,Spain,Ribera del Duero,https://www.vivino.com/petrus-pomerol/w/1166837?year=2004&price_id=10470159,2004
42,Cartuxa,Pêra-Manca Tinto 2013,NA,4.7,814,Spain,Ribera del Duero,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2013&price_id=13634366,2013
43,Vega Sicilia,Unico 2006,NA,4.7,800,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=2006&price_id=15559004,2006
44,Vega Sicilia,Unico 1994,NA,4.7,716,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1994&price_id=3771440,1994
45,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,NA,4.7,711,France,Saint-Émilion Grand Cru,https://www.vivino.com/pavie-saint-emilion-grand-cru-premier-grand-cru-classe/w/1179539?year=2005&price_id=16835024,2005
46,Mouchao,Alentejano Tonel No 3 - 4 2011,NA,4.7,683,Portugal,Alentejano,https://www.vivino.com/herdade-do-mouchao-alentejano-tonel-no-3-4/w/76442?year=2011&price_id=13215739,2011
47,Quinta do Crasto,Vinha Maria Teresa 2011,NA,4.7,669,Portugal,Alentejano,https://www.vivino.com/quinta-do-crasto-vinha-maria-teresa/w/1293594?year=2011&price_id=10013821,2011
48,Château Angelus,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,NA,4.7,664,France,Saint-Émilion Grand Cru,https://www.vivino.com/chateau-angelus-saint-emilion-grand-cru-premier-grand-cru-classe/w/10175?year=2005&price_id=8146700,2005
49,Pétrus,Pomerol 1994,NA,4.7,658,France,Saint-Émilion Grand Cru,https://www.vivino.com/petrus-pomerol/w/1166837?year=1994&price_id=12190748,1994
50,Cartuxa,Pêra-Manca Tinto 2001,NA,4.7,619,France,Saint-Émilion Grand Cru,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2001&price_id=16835007,2001
51,Casa Ferreirinha,Barca Velha Douro 1985,NA,4.7,595,France,Saint-Émilion Grand Cru,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=1985&price_id=18222069,1985
52,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000,NA,4.7,582,France,Saint-Émilion Grand Cru,https://www.vivino.com/cheval-blanc-saint-emilion-grand-cru-premier-grand-cru-classe/w/1148747?year=2000&price_id=12190756,2000
53,Viñedo Chadwick,Red 2011,NA,4.7,574,France,Saint-Émilion Grand Cru,https://www.vivino.com/chadwick-red/w/2774263?year=2011&price_id=17494895,2011
54,Masseto,Toscana 2012,NA,4.7,564,France,Saint-Émilion Grand Cru,https://www.vivino.com/masseto-toscana/w/2446729?year=2012&price_id=11872009,2012
55,Pétrus,Pomerol 2002,NA,4.7,559,France,Saint-Émilion Grand Cru,https://www.vivino.com/petrus-pomerol/w/1166837?year=2002&price_id=2210806,2002
56,Vega Sicilia,Unico Reserva Especial Edición 2015,NA,4.7,515,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico-reserva-especial-edicion/w/77136?year=2015&price_id=13593796,2015
57,Viña Cobos,Cobos Malbec 2013,NA,4.7,500,Spain,Ribera del Duero,https://www.vivino.com/vina-cobos-cobos-malbec/w/43934?year=2013&price_id=13761813,2013
58,Pétrus,Pomerol 2007,NA,4.7,494,Spain,Ribera del Duero,https://www.vivino.com/petrus-pomerol/w/1166837?year=2007&price_id=2210763,2007
59,Pétrus,Pomerol 2000,NA,4.7,485,Spain,Ribera del Duero,https://www.vivino.com/petrus-pomerol/w/1166837?year=2000&price_id=15174757,2000
60,Vega Sicilia,Unico 1989,NA,4.7,458,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-unico/w/77137?year=1989&price_id=16834885,1989
61,Quinta do Crasto,Vinha Maria Teresa 2013,NA,4.7,436,Spain,Ribera del Duero,https://www.vivino.com/quinta-do-crasto-vinha-maria-teresa/w/1293594?year=2013&price_id=6782447,2013
62,Pétrus,Pomerol 1997,NA,4.7,420,Spain,Ribera del Duero,https://www.vivino.com/petrus-pomerol/w/1166837?year=1997&price_id=12202186,1997
63,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé) 2009,NA,4.7,410,Spain,Ribera del Duero,https://www.vivino.com/chateau-lafite-rothschild-pauillac-premier-grand-cru-classe-pauillac/w/3908?year=2009&price_id=4836011,2009
64,Herdade da Maroteira,Mil Reis Grande Reserva Syrah 2013,NA,4.7,384,Portugal,Alentejano,https://www.vivino.com/herdade-da-maroteira-mil-reis-grande-reserva-syrah/w/3851590?year=2013&price_id=10015350,2013
65,Casa Ferreirinha,Reserva Especial Douro 2009,NA,4.7,346,Portugal,Alentejano,https://www.vivino.com/casa-ferreirinha-reserva-especial-douro/w/75979?year=2009&price_id=17961857,2009
66,Château Margaux,Margaux (Premier Grand Cru Classé) 2010,NA,4.7,313,Portugal,Alentejano,https://www.vivino.com/chateau-margaux-margaux-premier-grand-cru-classe/w/1127795?year=2010&price_id=16835180,2010
67,Cartuxa,Pêra-Manca Tinto 1998,NA,4.7,305,Portugal,Alentejano,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=1998&price_id=16834928,1998
68,Legado,Douro Tinto 2010,NA,4.7,257,Portugal,Alentejano,https://www.vivino.com/legado-pt-douro-tinto/w/2495612?year=2010&price_id=14576626,2010
69,Kopke,Colheita Port 1966,NA,4.7,251,Portugal,Colheita Port,https://www.vivino.com/kopke-colheita-port/w/76372?year=1966&price_id=1112021,1966
70,Legado,Douro Tinto 2011,NA,4.7,211,Portugal,Colheita Port,https://www.vivino.com/legado-pt-douro-tinto/w/2495612?year=2011&price_id=5154655,2011
71,Taylor's,Very Old Single Harvest Port 1967,NA,4.7,206,Portugal,Tawny Port,https://www.vivino.com/taylors-port-very-old-single-harvest-port/w/1598998?year=1967&price_id=12138572,1967
72,Viñedo Chadwick,Red 2014,NA,4.7,198,Portugal,Tawny Port,https://www.vivino.com/chadwick-red/w/2774263?year=2014&price_id=17494890,2014
73,Domaine de La Romanée-Conti,Échezeaux Grand Cru 2010,NA,4.7,178,France,Échezeaux Grand Cru,https://www.vivino.com/domaine-de-la-romanee-conti-echezeaux-grand-cru/w/83917?year=2010&price_id=12341543,2010
74,Legado,Douro Tinto 2012,NA,4.7,175,France,Échezeaux Grand Cru,https://www.vivino.com/legado-pt-douro-tinto/w/2495612?year=2012&price_id=17735039,2012
75,Château Tertre Roteboeuf,Saint-Émilion Grand Cru 2010,NA,4.7,170,France,Saint-Émilion Grand Cru,https://www.vivino.com/tertre-roteboeuf-saint-emilion-grand-cru/w/1172486?year=2010&price_id=16834596,2010
76,Casanova di Neri,Cerretalto Brunello di Montalcino 2012,NA,4.7,166,Italy,Brunello di Montalcino,https://www.vivino.com/casanova-di-neri-cerretalto-brunello-di-montalcino/w/81836?year=2012&price_id=16373923,2012
77,Pétrus,Pomerol 2012,NA,4.7,154,Italy,Brunello di Montalcino,https://www.vivino.com/petrus-pomerol/w/1166837?year=2012&price_id=6355126,2012
78,Quinta do Crasto,Vinha da Ponte 2014,NA,4.7,147,Italy,Brunello di Montalcino,https://www.vivino.com/quinta-do-crasto-vinha-da-ponte/w/1322600?year=2014&price_id=14783017,2014
79,Catena Zapata,Estiba Reservada 2010,NA,4.7,137,Italy,Brunello di Montalcino,https://www.vivino.com/catena-zapata-estiba-reservada/w/1186732?year=2010&price_id=12946048,2010
80,Kopke,Colheita Port 1965,NA,4.7,114,Portugal,Colheita Port,https://www.vivino.com/kopke-colheita-port/w/76372?year=1965&price_id=1111633,1965
81,Paul Hobbs,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2014,NA,4.7,113,United States,St. Helena,https://www.vivino.com/paul-hobbs-beckstoffer-dr-crane-vineyard-cabernet-sauvignon/w/87663?year=2014&price_id=17949716,2014
82,Kopke,Colheita Port 1957,NA,4.7,112,Portugal,Colheita Port,https://www.vivino.com/kopke-colheita-port/w/76372?year=1957&price_id=1111918,1957
83,Quinta do Noval,Port Tawny Colheita 1968,NA,4.7,101,Portugal,Colheita Port,https://www.vivino.com/quinta-do-noval-port-tawny-colheita/w/1175612?year=1968&price_id=14861077,1968
84,Pétrus,Pomerol 2013,NA,4.7,93,Portugal,Colheita Port,https://www.vivino.com/petrus-pomerol/w/1166837?year=2013&price_id=12202161,2013
85,Cartuxa,Pêra-Manca Tinto 1994,NA,4.7,90,Portugal,Colheita Port,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=1994&price_id=14152550,1994
86,Royal Tokaji,Aszú 6 puttonyos 2007,NA,4.7,89,Portugal,Colheita Port,https://www.vivino.com/royal-tokaji-aszu-6-puttonyos/w/1549415?year=2007&price_id=14947869,2007
87,Soldera,Brunello di Montalcino Riserva 1994,NA,4.7,78,Italy,Brunello di Montalcino,https://www.vivino.com/soldera-brunello-di-montalcino-riserva/w/1174525?year=1994&price_id=17601113,1994
88,Montes,Taita Marchigüe Vineyard Cabernet Sauvignon 2011,NA,4.7,69,Chile,Colchagua Valley,https://www.vivino.com/montes-taita-marchigue-vineyard-cabernet-sauvignon/w/1807024?year=2011&price_id=16596461,2011
89,Niepoort,Vintage Port 2011,NA,4.7,69,Portugal,Vintage Port,https://www.vivino.com/niepoort-vinhos-sa-vintage-port/w/1162976?year=2011&price_id=8516890,2011
90,Catena Zapata,Adrianna Vineyard Mundus Bacillus Terrae Malbec 2014,NA,4.7,60,Argentina,Tupungato,https://www.vivino.com/catena-zapata-adrianna-vineyard-mundus-bacillus-terrae-malbec-tupungato/w/5107190?year=2014&price_id=17578947,2014
91,C. da Silva,Dalva 71 Golden White Colheita Porto 1963,NA,4.7,58,Portugal,Colheita Port,https://www.vivino.com/c-silva-dalva-71-golden-white-colheita-porto/w/1851885?year=1963&price_id=1111696,1963
92,Château d'Yquem,Sauternes 1971,NA,4.7,45,Portugal,Colheita Port,https://www.vivino.com/chateau-d-yquem-sauternes-sauternes-dessert-wine/w/1153863?year=1971&price_id=16834579,1971
93,Kopke,Colheita Port 1937,NA,4.7,43,Portugal,Colheita Port,https://www.vivino.com/kopke-colheita-port/w/76372?year=1937&price_id=1112061,1937
94,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2009,NA,4.7,40,France,Saint-Émilion Grand Cru,https://www.vivino.com/la-mondotte-saint-emilion-grand-cru-premier-grand-cru-classe/w/14513?year=2009&price_id=16261497,2009
95,Quinta do Noval,Vintage Port 2007,NA,4.7,40,Portugal,Vintage Port,https://www.vivino.com/quinta-do-noval-vintage-port/w/1165304?year=2007&price_id=16442763,2007
96,Niepoort,Colheita Port 1934,NA,4.7,25,Portugal,Colheita Port,https://www.vivino.com/niepoort-vinhos-sa-colheita-port/w/8971?year=1934&price_id=3366825,1934
97,Allende,Aurus 2006,NA,4.7,25,Portugal,Colheita Port,https://www.vivino.com/finca-allende-aurus/w/1162573?year=2006&price_id=16958601,2006
98,Dom Pérignon,Brut Champagne N.V.,NA,4.6,75520,Portugal,Colheita Port,https://www.vivino.com/dom-perignon-brut-champagne/w/86684?year=N.V.&price_id=15729411,N.V.
99,Almaviva,Almaviva N.V.,NA,4.6,34057,Portugal,Colheita Port,https://www.vivino.com/almaviva-almaviva/w/4086?year=N.V.&price_id=8202028,N.V.
100,Château Margaux,Margaux (Premier Grand Cru Classé) N.V.,NA,4.6,27448,Portugal,Colheita Port,https://www.vivino.com/chateau-margaux-margaux-premier-grand-cru-classe/w/1127795?year=N.V.&price_id=8147138,N.V.
101,Krug,Brut Champagne N.V.,NA,4.6,24912,Portugal,Colheita Port,https://www.vivino.com/krug-brut-champagne/w/79631?year=N.V.&price_id=17456215,N.V.
102,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) N.V.,NA,4.6,23788,France,Pessac-Léognan,https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=N.V.&price_id=8147157,N.V.
103,Louis Roederer,Cristal Brut Champagne (Millésimé) N.V.,NA,4.6,21256,France,Pessac-Léognan,https://www.vivino.com/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=N.V.&price_id=12630244,N.V.
104,Dom Pérignon,Brut Rosé Champagne N.V.,NA,4.6,9161,France,Pessac-Léognan,https://www.vivino.com/dom-perignon-brut-rose-champagne/w/2114480?year=N.V.&price_id=2645539,N.V.
105,Vega Sicilia,Valbuena 5º 2011,NA,4.6,5675,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-valbuena-5o/w/1175427?year=2011&price_id=16834485,2011
106,Tenuta San Guido,Sassicaia 2012,NA,4.6,5527,Italy,Bolgheri Sassicaia,https://www.vivino.com/tenuta-san-guido-sassicaia/w/5078?year=2012&price_id=18301073,2012
107,Opus One,Opus One 2012,NA,4.6,4937,United States,Napa Valley,https://www.vivino.com/opus-one-opus-one/w/1911534?year=2012&price_id=16834576,2012
108,Vega Sicilia,Valbuena 5º 2010,NA,4.6,4558,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-valbuena-5o/w/1175427?year=2010&price_id=13629103,2010
109,Dom Pérignon,Brut Champagne 2000,NA,4.6,4420,Spain,Ribera del Duero,https://www.vivino.com/dom-perignon-brut-champagne/w/86684?year=2000&price_id=16549862,2000
110,Vega Sicilia,Valbuena 5º 2007,NA,4.6,3977,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-valbuena-5o/w/1175427?year=2007&price_id=15653550,2007
111,Vega Sicilia,Valbuena 5º 2012,NA,4.6,3884,Spain,Ribera del Duero,https://www.vivino.com/vega-sicilia-valbuena-5o/w/1175427?year=2012&price_id=16567130,2012
112,Louis Roederer,Cristal Brut Champagne (Millésimé) 2006,NA,4.6,3721,Spain,Ribera del Duero,https://www.vivino.com/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2006&price_id=803584,2006
113,Almaviva,Almaviva 2012,NA,4.6,3080,Spain,Ribera del Duero,https://www.vivino.com/almaviva-almaviva/w/4086?year=2012&price_id=4347204,2012
114,Opus One,Opus One 2014,NA,4.6,3005,United States,Napa Valley,https://www.vivino.com/opus-one-opus-one/w/1911534?year=2014&price_id=16834962,2014
115,Almaviva,Almaviva 2011,NA,4.6,2939,United States,Napa Valley,https://www.vivino.com/almaviva-almaviva/w/4086?year=2011&price_id=1701708,2011
116,Almaviva,Almaviva 2013,NA,4.6,2823,United States,Napa Valley,https://www.vivino.com/almaviva-almaviva/w/4086?year=2013&price_id=8239157,2013
117,Ornellaia,Bolgheri Superiore 2012,NA,4.6,2569,Italy,Bolgheri Superiore,https://www.vivino.com/ornellaia-bolgheri-superiore/w/22447?year=2012&price_id=4347202,2012
118,Tenuta San Guido,Sassicaia 2015,NA,4.6,2178,Italy,Bolgheri Sassicaia,https://www.vivino.com/tenuta-san-guido-sassicaia/w/5078?year=2015&price_id=17575353,2015
119,Tenuta San Guido,Sassicaia 2004,NA,4.6,2147,Italy,Bolgheri Sassicaia,https://www.vivino.com/tenuta-san-guido-sassicaia/w/5078?year=2004&price_id=13621540,2004
120,Almaviva,Almaviva 2014,NA,4.6,1989,Italy,Bolgheri Sassicaia,https://www.vivino.com/almaviva-almaviva/w/4086?year=2014&price_id=18279723,2014
121,Don Melchor,Cabernet Sauvignon 2014,NA,4.6,1868,Italy,Bolgheri Sassicaia,https://www.vivino.com/don-melchor-cabernet-sauvignon/w/1135069?year=2014&price_id=14972398,2014
122,Don Melchor,Cabernet Sauvignon 2015,NA,4.6,1819,Italy,Bolgheri Sassicaia,https://www.vivino.com/don-melchor-cabernet-sauvignon/w/1135069?year=2015&price_id=17510783,2015
123,Antinori,Solaia 2011,NA,4.6,1510,Italy,Bolgheri Sassicaia,https://www.vivino.com/antinori-tuscany-solaia/w/1651?year=2011&price_id=13621555,2011
124,Veuve Clicquot,La Grande Dame Brut Champagne 1998,NA,4.6,1489,Italy,Bolgheri Sassicaia,https://www.vivino.com/veuve-clicquot-la-grande-dame-brut-champagne/w/79836?year=1998&price_id=1413589,1998
125,Rutini,Felipe Rutini 2009,NA,4.6,1483,Argentina,Tupungato,https://www.vivino.com/ar-rutini-felipe-rutini/w/1223420?year=2009&price_id=17734376,2009
126,Almaviva,Almaviva 2015,NA,4.6,1424,Argentina,Tupungato,https://www.vivino.com/almaviva-almaviva/w/4086?year=2015&price_id=14344190,2015
127,Pol Roger,Sir Winston Churchill Brut Champagne 2004,NA,4.6,1391,Argentina,Tupungato,https://www.vivino.com/pol-roger-sir-winston-churchill-brut-champagne/w/1692390?year=2004&price_id=6762086,2004
128,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2010,NA,4.6,1329,Argentina,Tupungato,https://www.vivino.com/chateau-pontet-canet-pauillac-grand-cru-classe/w/14362?year=2010&price_id=4092091,2010
129,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé) 1995,NA,4.6,1282,Argentina,Tupungato,https://www.vivino.com/fr-chateau-latour-grand-vin-pauillac-premier-grand-cru-classe/w/1655970?year=1995&price_id=6876618,1995
130,Antinori,Solaia 2012,NA,4.6,1196,Argentina,Tupungato,https://www.vivino.com/antinori-tuscany-solaia/w/1651?year=2012&price_id=13614247,2012
131,Krug,Brut Champagne 2000,NA,4.6,1165,Argentina,Tupungato,https://www.vivino.com/krug-brut-champagne/w/79631?year=2000&price_id=3556613,2000
132,Casa Ferreirinha,Barca Velha Douro 2008,NA,4.6,1108,Argentina,Tupungato,https://www.vivino.com/casa-ferreirinha-barca-velha-douro/w/75975?year=2008&price_id=12293953,2008
133,Antinori,Solaia 2013,NA,4.6,1060,Argentina,Tupungato,https://www.vivino.com/antinori-tuscany-solaia/w/1651?year=2013&price_id=16834916,2013
134,Taylor's,40 Year Old Tawny Port N.V.,NA,4.6,877,Portugal,Aged Tawny Port,https://www.vivino.com/taylors-port-forty-year-old-tawny-port/w/1264648?year=N.V.&price_id=2210801,N.V.
135,Louis Roederer,Cristal Brut Champagne (Millésimé) 2008,NA,4.6,822,Portugal,Aged Tawny Port,https://www.vivino.com/louis-roederer-cristal-brut-champagne-millesime/w/74304?year=2008&price_id=17326974,2008
136,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2003,NA,4.6,799,France,Pessac-Léognan,https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=2003&price_id=16835232,2003
137,Ca' del Bosco,Cuvée Annamaria Clementi (Extra Brut) 2007,NA,4.6,771,France,Pessac-Léognan,https://www.vivino.com/ca-del-bosco-cuvee-annamaria-clementi-extra-brut/w/23130?year=2007&price_id=18246121,2007
138,El Enemigo,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc 2014,NA,4.6,768,Argentina,Gualtallary,https://www.vivino.com/el-enemigo-gran-enemigo-single-vineyard-gualtallary-cabernet-franc/w/3125433?year=2014&price_id=18301162,2014
139,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2006,NA,4.6,766,France,Pessac-Léognan,https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=2006&price_id=16834637,2006
140,Nosotros,Red 2011,NA,4.6,737,France,Pessac-Léognan,https://www.vivino.com/nosotros-red/w/1724358?year=2011&price_id=12781724,2011
141,Cartuxa,Pêra-Manca Tinto 2003,NA,4.6,685,France,Pessac-Léognan,https://www.vivino.com/adega-cartuxa-pera-manca-tinto/w/2545450?year=2003&price_id=14152554,2003
142,Lapostolle,Clos Apalta (Limited Release) 2014,NA,4.6,567,Chile,Colchagua Valley,https://www.vivino.com/lapostolle-clos-apalta-limited-release/w/13759?year=2014&price_id=13222791,2014
143,Louis Roederer,Cristal Rosé Brut Champagne (Millésimé) 2007,NA,4.6,547,Chile,Colchagua Valley,https://www.vivino.com/louis-roederer-cristal-rose-brut-champagne-millesime/w/74306?year=2007&price_id=14531731,2007
